id,numero,rep,TypeVoie,NomVoieReste,code_postal,nom_commune,x,y,IdentifiantImmeuble,NumeroVoieImmeuble,ComplementNumeroVoieImmeuble,TypeVoieImmeuble,NomVoieImmeuble,CodePostalImmeuble,CommuneImmeuble,CoordonneeImmeubleX,CoordonneeImmeubleY,Label
12101_t9v9bb_01132,1132,,route,de Saint Jacques,12300,Flagnac,642990.87,6385701.35,IMB/12101/X/00BA,1132,,route,de Saint-Jacques,12300,Flagnac,642986.8614,6385713.731,1
12013_1420_00010,10,,avenue,Voltaire,12110,Aubin,643014.79,6382914.41,IMB/12083/X/004K,8,,avenue,Jean Jaurès,12110,Cransac,643089.5437,6380972.993,0
12013_0233_00003,3,,avenue,Chateaubriand,12110,Aubin,643092.29,6382839.95,IMB/12013/X/005L,3,,avenue,Chateaubriand,12110,Aubin,643105.1458,6382838.361,1
12068_29a3rz_00033,33,,route,de Mirabel,12240,Colombiès,643208.25,6363993.4,IMB/12068/X/00E5,33,,route,de Mirabel,12240,Colombiès,643220.7695,6363989.914,1
12199_0080_00003,3,,avenue,de Villefranche,12390,Rignac,643312.08,6368164.95,IMB/12100/X/00U5,54,,rue,du Mas Del Bosc,12300,Firmi,645899.6264,6381495.36,0
12083_o02zer_00007,7,,rue,Pasteur,12110,Cransac,643654.55,6380514.7,IMB/12168/X/00IP,15,,rue,du Faubourg Bas,12230,Nant,724339.4443,6324755.551,0
12059_6sq3to_00005,5,,place,du Tilleul,12240,Castanet,643748.56,6354572.37,IMB/12059/X/0026,5,,place,du Tilleul,12240,Castanet,643753.7161,6354584.31,1
12013_a053_00019,19,,cite,de Ruau,12110,Aubin,644035.12,6383441.44,IMB/12013/X/00H9,19,,cite,de Ruau,12110,Aubin,644047.0061,6383446.636,1
12199_a013_00028,28,,lotissement,de l’Etang,12390,Rignac,644117.68,6367694.25,IMB/12199/X/00HD,28,,lotissement,de l'Étang,12390,Rignac,644105.5608,6367689.536,1
12031_0265_00047,47,,route,de Caldecoste,12390,Bournazel,644240.43,6373807,IMB/12031/X/001S,47,,route,de Caldecoste,12390,Bournazel,644239.2142,6373819.876,1
12100_0110_00038,38,,rue,Paul Gauguin,12300,Firmi,644516.98,6382640.23,IMB/12100/X/00F6,38,,rue,Paul Gauguin,12300,Firmi,644503.9863,6382639.339,1
12100_0110_00048,48,,rue,Paul Gauguin,12300,Firmi,644590.97,6382606.91,IMB/12013/X/005T,15,,avenue,Chateaubriand,12110,Aubin,643314.3151,6382726.853,0
12100_0011_00001,1,,avenue,de Decazeville,12300,Firmi,644918.73,6382719.67,IMB/12100/X/005O,1,,avenue,de Decazeville,12300,Firmi,644906.153,6382716.352,1
12276_s68bqs_00867,867,,route,du Peyronenq,12800,Tauriac-de-Naucelle,644925.21,6337426.88,IMB/12276/X/002W,867,,route,du Peyronenq,12800,Tauriac-de-Naucelle,644936.1079,6337433.849,1
12100_0057_00016,16,,avenue,Paul Ramadier,12300,Firmi,645099.61,6382671.87,IMB/12303/X/001R,95,,route,d'Agues,12310,Vimenet,694517.2013,6366601.764,0
12100_0057_00022,22,,avenue,Paul Ramadier,12300,Firmi,645133.88,6382666.02,IMB/12002/X/007O,11,,rue,de la Gare,12520,Aguessac,707871.9659,6339281.007,0
12100_0054_00020,20,,rue,de la Peyre,12300,Firmi,645308.32,6382470.65,IMB/12002/X/008M,8,,rue,des 4 Vents,12520,Aguessac,707735.9978,6339595.309,0
12276_chnv3v_00048,48,,route,de la Martinie,12800,Tauriac-de-Naucelle,645640.91,6340623.57,IMB/12161/X/00EH,4325,,route,du Dourdou,12330,Mouret,661681.6046,6380921.56,0
12100_0005_00008,8,,allee,Beau-soleil,12300,Firmi,645717.62,6382532.3,IMB/12100/X/00GH,8,,allee,Beau Soleil,12300,Firmi,645712.7585,6382520.32,1
12059_f8jdrx_00019,19,,ruelle,des Plots,12240,Castanet,645723.96,6355444.51,IMB/12059/X/004E,19,,ruelle,des Plots,12240,Castanet,645717.9819,6355456.01,1
12100_0005_00010,10,,allee,Beau-soleil,12300,Firmi,645744.12,6382508.85,IMB/12100/X/00GI,10,,allee,Beau Soleil,12300,Firmi,645732.3801,6382503.414,1
12100_0039_00013,13,,rue,Jean Jaurès,12300,Firmi,646027.16,6382107.5,IMB/12286/X/00B5,3,,rue,des Condamines,12400,Vabres-l'Abbaye,686463.5533,6316032.979,0
12100_0039_00017_bis,17,b,rue,Jean Jaurès,12300,Firmi,646054.07,6382085.38,IMB/12216/X/00K9,28,,rue,des Ginestes,12500,St-Côme-d'Olt,685971.6366,6379576.559,0
12100_0040_00044,44,,rue,Jean Moulin,12300,Firmi,646079.5,6381734.68,IMB/12056/X/01SE,137,,rue,du Lavoir,12160,Baraqueville,655901.6953,6354569.518,0
12111_vupdej_00752,752,,route,de l’Aurial,12390,Goutrens,646775.03,6371379.68,IMB/12052/X/0174,19,,rue,Jean Jaurès,12700,Capdenac-Gare,626670.1141,6386518.882,0
12068_0090_00049,49,,route,de la Croix Longue,12240,Colombiès,646969.36,6360842.02,IMB/12068/X/00C7,49,,route,de la Croix Longue,12240,Colombiès,646982.2424,6360840.226,1
12068_0290_00118,118,,rue,du Seigle,12240,Colombiès,647028.77,6360398.46,IMB/12068/X/001M,118,,rue,du Seigle,12240,Colombiès,647023.3186,6360410.217,1
12169_0415_00012,12,,rue,des Jardins,12800,Naucelle,647099.31,6344454.1,IMB/12169/X/00QF,12,,rue,des Jardins,12800,Naucelle,647104.1789,6344466.104,1
12068_0255_00188,188,,rue,du Pre Grand,12240,Colombiès,647300.53,6360766.24,IMB/12068/X/0012,188,,rue,du Pré Grand,12240,Colombiès,647291.7134,6360756.678,1
12169_0080_00005,5,,rue,du Barral,12800,Naucelle,647489.53,6344703.49,IMB/12169/X/007Z,5,,rue,du Barral,12800,Naucelle,647480.363,6344712.655,1
12169_0258_00040,40,,avenue,de l’Etang,12800,Naucelle,647496.48,6343973.03,IMB/12169/X/00BX,40,,avenue,de l'Étang,12800,Naucelle,647483.5715,6343971.443,1
12169_0310_00012,12,,rue,de la Fontanelle,12800,Naucelle,647699.17,6344566.76,IMB/12169/X/00O9,12,,rue,de la Fontanelle,12800,Naucelle,647686.3844,6344564.882,1
12095_0015_00100,100,,route,de la Meridienne,12390,Escandolières,647800.24,6376157.73,IMB/12084/X/00IB,27,,rue,des Baumèles,12100,Creissels,703981.9928,6331295.658,0
12169_0112_00026,26,,rue,du Cap de l’Estang,12800,Naucelle,647876.74,6343981.54,IMB/12013/X/023J,18,,lieu dit,Tramons Bas,12110,Aubin,643378.722,6383709.37,0
12076_clzls5_00008,8,,chemin,des Pelies,12320,Conques-en-Rouergue,647890.57,6393359.81,IMB/12076/X/005A,8,,chemin,des Pelies,12320,Conques-en-Rouergue,647889.1227,6393372.703,1
12111_yrpe4f_00313,313,,route,du Bruel,12390,Goutrens,648984.19,6370689.81,IMB/12062/X/0028,2546,,route,de Bouloc,12620,Castelnau-Pégayrols,693469.2538,6339721.939,0
12169_0507_00001,1,,place,de l’Occitanie,12800,Naucelle,649210.97,6343306.49,IMB/12061/X/0073,112,,route,de Mandailles,12500,Castelnau-de-Mandailles,688652.9585,6379128.728,0
12169_0507_00010,10,,place,de l’Occitanie,12800,Naucelle,649245.67,6343326.65,IMB/12169/X/00KM,10,,place,de l'Occitanie,12800,Naucelle,649253.8691,6343336.724,1
12076_ahk0j8_00002,2,,chemin,de la Roque Basse,12320,Conques-en-Rouergue,649295.98,6393614.31,IMB/12076/X/001A,2,,chemin,de la Roque Haute,12320,Conques-en-Rouergue,650830.7377,6393610.962,1
12169_0520_00003,3,,rue,des Peupliers,12800,Naucelle,649335.93,6343117.16,IMB/12124/X/0044,78,,route,du Baldunes,12500,Lassouts,687444.9518,6375766.697,0
12142_a010_00012,12,,lotissement,Bois de Madame,12390,Mayran,649336.26,6366074.74,IMB/12142/X/003L,12,,lotissement,Bois de Madame,12390,Mayran,649349.0722,6366076.793,1
12142_0090_00001,1,,route,des Places,12390,Mayran,649345.87,6365774.71,IMB/12142/X/006W,1,,route,des Prades,12390,Mayran,650796.5831,6366556.413,1
12113_0160_00127,127,,rue,Saint Dominique,12160,Gramond,649354.95,6352022.97,IMB/12113/X/005D,127,,rue,Saint-Dominique,12160,Gramond,649356.225,6352035.84,1
12113_0055_00045,45,,impasse,du Clos,12160,Gramond,649355.62,6351717.99,IMB/12113/X/001P,45,,impasse,du Clos,12160,Gramond,649342.6123,6351717.392,1
12169_0060_00002,2,,route,d'Argent,12800,Naucelle,649407.29,6343462.45,IMB/12057/X/00DG,14,b,avenue,de Lodève,12120,Cassagnes-Bégonhès,662452.0264,6341167.492,0
12076_itym8b_00002,2,,chemin,de la Broussette,12320,Conques-en-Rouergue,649474.35,6380830.06,IMB/12076/X/00AX,2,,chemin,de la Brousse,12320,Conques-en-Rouergue,650030.6543,6382489.296,1
12194_nvuju7_00450,450,,route,des Placettes,12800,Quins,649509.61,6345579.39,IMB/12194/X/004H,450,,route,des Placettes,12800,Quins,649514.6759,6345591.378,1
12032_s0likh_00431,431,,route,de Grandsagnes,12160,Boussac,649997.27,6356402.8,IMB/12032/X/0009,431,,route,de Grandsagnes,12160,Boussac,650009.0699,6356397.385,1
12076_7sysor_00002,2,,chemin,de la Brousse,12320,Conques-en-Rouergue,650041.03,6382484.38,IMB/12076/X/00B2,2,,chemin,de la Brousse,12320,Conques-en-Rouergue,649479.4947,6380830.807,1
12076_yqncsw_00003,3,,route,des Costes Basses,12320,Conques-en-Rouergue,650049.07,6378931.42,IMB/12076/X/01WG,3,,route,des Costes Basses,12320,Conques-en-Rouergue,650043.8716,6378919.529,1
12046_ilbcph_00055,55,,route,de Resselves,12800,Camjac,650136.58,6340632.58,IMB/12031/X/00AX,33,,route,de Rulhe,12390,Bournazel,644155.4478,6373805.743,0
12046_udwlzc_00061,61,,place,de la Mairie,12800,Camjac,650397.88,6342028.23,IMB/12184/X/0034,82,,rue,de la Fontaine de Capi,12130,Pomayrols,706421.3392,6374382.02,0
12194_27jtqk_00073,73,,impasse,de la Bessiere,12800,Quins,650486.47,6346368.48,IMB/12234/X/000C,124,,route,de Guisouneng,12120,Ste-Juliette-sur-Viaur,663063.1378,6348302.568,0
12032_0216_04202,4202,,route,du Rouergue,12160,Boussac,650541.21,6356342.74,IMB/12056/X/001G,77,,rue,du Soleil,12160,Baraqueville,658723.77,6356207.493,0
12046_ewc4yp_00056,56,,route,de la Grezatte,12800,Camjac,650541.7,6341748.67,IMB/12254/X/00DT,46,,rue,du Couderc,12330,Salles-la-Source,658477.4226,6370273.858,0
12032_0180_00386,386,,impasse,de la Sarrade,12160,Boussac,650556.49,6355524.49,IMB/12130/X/00FM,5,,rue,du Stade,12300,Livinhac-le-Haut,639333.6058,6388283.59,0
12032_0166_00073,73,,impasse,de l’Ort,12160,Boussac,650649.71,6354019.93,IMB/12260/X/004Q,3,,route,du Caussanel,12230,Sauclières,729518.4241,6319933.586,0
12076_2js9i6_00002,2,,chemin,de la Roque Haute,12320,Conques-en-Rouergue,650834.73,6393564.83,IMB/12076/X/000K,2,,chemin,de la Roque Basse,12320,Conques-en-Rouergue,649290.1884,6393618.072,1
12113_ffcwqu_00088,88,,impasse,des Hauts de la Galdeyrie,12160,Gramond,650877.66,6351808.94,IMB/12113/X/001L,88,,impasse,des Hauts de la Galdeyrie,12160,Gramond,650864.7896,6351809.896,1
12162_yovrtm_00104,104,,ruelle,du Tisserand,12160,Moyrazès,651245.07,6362011.39,IMB/12052/X/00XY,12,,rue,des Grives,12700,Capdenac-Gare,627603.5961,6386260.235,0
12162_utdknc_00020,20,,place,du Lenhier,12160,Moyrazès,651335.08,6361973.03,IMB/12162/X/00E7,20,,place,du Lenhier,12160,Moyrazès,651336.6228,6361985.906,1
12032_0152_02538,2538,,route,de Boussac,12160,Boussac,651447.67,6353845.64,IMB/12032/X/005D,2538,,route,de Boussac,12160,Boussac,651446.4686,6353858.503,1
12032_0154_00253,253,,route,de Boutescurou,12160,Boussac,651457.07,6355739.69,IMB/12036/X/003K,328,,route,de la Cadène,12600,Brommat,676410.8654,6412248.126,0
12076_q86yge_00001,1,,chemin,de la Capelette,12320,Conques-en-Rouergue,652083.59,6389133.63,IMB/12076/X/01VA,1,,chemin,de la Capelle,12320,Conques-en-Rouergue,651867.3641,6390831.752,1
12065_0042_00483,483,,route,de Meljac,12120,Centrès,652185.51,6338395.62,IMB/12001/X/009T,2,,chemin,de Moumberte,12630,Agen-d'Aveyron,674810.7268,6361269.534,0
12076_vwrgvi_00001,1,,chemin,de Frayssines,12320,Conques-en-Rouergue,652233.39,6390908.48,IMB/12076/X/000C,1,,chemin,de Frayssines,12320,Conques-en-Rouergue,652223.4135,6390900.123,1
12066_0084_00001,1,,route,de Garillac,12330,Clairvaux-d'Aveyron,652481.1,6365217.44,IMB/12168/X/00J8,8,,rue,du Faubourg Bas,12230,Nant,724372.3312,6324684.674,0
12065_0062_00027,27,,Rue,du Barri,12120,Centrès,652621.11,6340779.56,IMB/12065/X/0079,27,,Rue,du Barri,12120,Centrès,652614.6815,6340782.713,1
12065_0091_00092,92,,route,du Segala,12120,Centrès,652651.32,6340691,IMB/12300/X/018F,78,,avenue,Vincent Cibiel,12200,Villefranche-de-Rouergue,622481.0257,6362692.912,0
12065_0091_00108,108,,route,du Segala,12120,Centrès,652667.3,6340688.99,IMB/12065/X/006Y,108,,route,du Ségala,12120,Centrès,652674.9447,6340678.502,1
12111_8drh39_00057,57,,place,du Puech de Cassagnes Comtaux,12390,Goutrens,652681.69,6371342.31,IMB/12111/X/008K,57,,place,du Puech de Cassagnes Comtaux,12390,Goutrens,652682.7111,6371355.297,1
12171_z49q91_00188,188,,route,de Cabrespine,12330,Nauviale,652758.13,6380670.84,IMB/12171/X/0044,188,,route,de Cabrespine,12330,Nauviale,652751.3651,6380681.843,1
12111_q2392r_00116,116,,impasse,de l’Eglise Saint Vincent,12390,Goutrens,652890.22,6371195,IMB/12111/X/002M,116,,impasse,de l'Église Saint-Vincent,12390,Goutrens,652878.4679,6371200.594,1
12065_0060_00066,66,,Rue,des Pommiers,12120,Centrès,652901.78,6340579.58,IMB/12065/X/004D,66,,Rue,des Pommiers,12120,Centrès,652895.2582,6340576.832,1
12076_0070_00004,4,,rue,des Artisans,12320,Conques-en-Rouergue,653014.03,6382560.16,IMB/12258/X/007W,2,,,Leruech,12440,La Salvetat-Peyralès,635237.0852,6344152.781,0
12076_0081_00006,6,,impasse,des Jardins,12320,Conques-en-Rouergue,653188.08,6383302.47,IMB/12076/X/00AJ,6,,impasse,des Jardins,12320,Conques-en-Rouergue,653186.063,6383289.673,1
12056_0036_00035,35,,impasse,de la Gardette,12160,Baraqueville,653712.69,6351482.85,IMB/12056/X/01L6,35,,impasse,de la Gardette,12160,Baraqueville,653708.9353,6351470.407,1
12066_eoar3z_00005,5,,place,du Liadou,12330,Clairvaux-d'Aveyron,653844.53,6368376.76,IMB/12011/X/003Q,290,,route,de la Retenue,12120,Arvieu,676630.2795,6345330.402,0
12056_0015_00177,177,,rue,des Cazalets,12160,Baraqueville,654092.7,6352519.96,IMB/12056/X/00I4,177,,rue,des Cazalets,12160,Baraqueville,654091.616,6352532.889,1
12194_hjxze6_02950,2950,,route,de la Mothe,12800,Quins,654303.22,6347827.66,IMB/12194/X/005E,2950,,route,de la Mothe,12800,Quins,654311.123,6347837.957,1
12056_afxe55_00179,179,,chemin,des Grelous,12160,Baraqueville,654305.33,6351468.19,IMB/12203/X/009H,9,,rue,Robert Migairou,12250,Roquefort-sur-Soulzon,696900.0074,6319395.252,0
12076_01y38i_00008,8,,chemin,de la Salle,12320,Conques-en-Rouergue,654309.94,6382608.35,IMB/12076/X/00CC,8,,chemin,de la Salle,12320,Conques-en-Rouergue,654304.1373,6382596.799,1
12288_0002_00001,1,,place,de l’Eglise,12330,Valady,654384.64,6373047.84,IMB/12288/X/00EY,1,,place,de l'Église,12330,Valady,655672.4023,6371572.168,1
12065_0014_00357,357,,Rue,de l'Igal,12120,Centrès,654425.86,6341553.01,IMB/12065/X/005C,357,,Rue,de l'Igal,12120,Centrès,654402.3401,6341574.607,1
12056_mk3wuo_00053,53,,impasse,des Moulieres,12160,Baraqueville,654475.99,6352966.35,IMB/12056/X/00CG,53,,impasse,des Moulières,12160,Baraqueville,654462.9769,6352966.004,1
12171_oakbae_00096,96,,rue,des Oliviers,12330,Nauviale,654485.26,6380075.1,IMB/12171/X/0092,96,,rue,des Oliviers,12330,Nauviale,654482.2681,6380087.692,1
12171_e6s01u_00423,423,,avenue,Pierre Soulages,12330,Nauviale,654598.61,6379989.85,IMB/12206/X/0061,46,,impasse,du Mas d'Oustry,12220,Roussennac,640619.3227,6372910.292,0
12127_kdlbl6_00025,25,,route,du Ségayrenq,12170,Lédergues,654602.9,6330109.19,IMB/12307/X/0057,2516,,route,de Montels,12410,Curan,686502.8288,6345210.818,0
12056_0006_00019,19,,impasse,du Bosquet,12160,Baraqueville,654845.46,6352595.18,IMB/12056/X/00BE,19,,impasse,du Bosquet,12160,Baraqueville,654857.2704,6352600.514,1
12288_6ld49e_00006,6,,chemin,des Garrigues,12330,Valady,654868.96,6373556.13,IMB/12136/X/00JW,1,,impasse,des Cerisiers,12350,Maleville,625714.4328,6367199.131,0
12288_6ld49e_00004,4,,chemin,des Garrigues,12330,Valady,654868.96,6373556.13,IMB/12224/X/0100,33,,rue,Riviè,12130,St-Geniez-d'Olt-et-d'Aubrac,698028.2108,6374266.181,0
12162_2knfbz_00004,4,,rue,des Tuileries,12160,Moyrazès,655040.61,6360672.54,IMB/12162/X/005E,4,,rue,des Tuileries,12160,Moyrazès,655038.0983,6360685.269,1
12127_0e3y81_00015,15,,rue,du Pesquié,12170,Lédergues,655056.3,6332066.05,IMB/12127/X/00H6,15,,rue,du Pesquié,12170,Lédergues,655051.8061,6332078.174,1
12288_a015_00047,47,,lotissement,le Chene,12330,Valady,655226.02,6371712.04,IMB/12198/X/01KP,3,,,les Pissades,12240,Rieupeyroux,636459.3303,6354116.589,0
12162_6s513a_00021,21,,rue,de la Crouzette,12160,Moyrazès,655253.26,6359968.79,IMB/12157/X/00OL,1,,lotissement,Hélios V,12630,Montrozier,675428.9976,6366951.945,0
12056_0082_00252,252,,rue,du Soulicou,12160,Baraqueville,655271.29,6352892,IMB/12208/X/02NB,4,,rue,Réaumur,12400,St-Affrique,688975.9345,6318108.618,0
12162_t6jmtu_00003,3,,rue,de la Lande,12160,Moyrazès,655280.45,6360047.26,IMB/12162/X/008F,3,,rue,de la Lande,12160,Moyrazès,655282.7839,6360034.527,1
12065_0044_00976,976,,route,de Montalrat,12120,Centrès,655312.91,6340499.5,IMB/12015/X/001O,9,,placette,du Presbytère,12120,Auriac-Lagast,666449.4457,6338728.529,0
12162_nr80s8_00004,4,,impasse,des Colombes,12160,Moyrazès,655320.19,6360310.16,IMB/12200/X/00GD,2,,rue,de la Planquette,12640,Rivière-sur-Tarn,710584.0047,6343263.709,0
12076_nwcw6k_00001,1,,chemin,de Catech,12320,Conques-en-Rouergue,655427.89,6384627.5,IMB/12076/X/00RG,1,,chemin,de Catech,12320,Conques-en-Rouergue,655438.6942,6384620.317,1
12056_pyqq6m_00044,44,,impasse,du Segala,12160,Baraqueville,655447.43,6353091.4,IMB/12013/X/01OR,16,,rue,Martial Pleinecassagne,12110,Aubin,641761.1638,6381410.223,0
12045_0042_00304,304,,route,de Versailles,12160,Camboulazet,655530.54,6346513.45,IMB/12131/X/00G0,233,,cote,de la Brave,12740,La Loubière,672221.9232,6367008.908,0
12288_0009_00020,20,,route,de Fijaguet,12330,Valady,655673.56,6371401.15,IMB/12288/X/00GA,20,,route,de Fijaguet,12330,Valady,655668.2685,6371413.06,1
12288_0009_00023,23,,route,de Fijaguet,12330,Valady,655682.3,6371398.98,IMB/12288/X/00GC,23,,route,de Fijaguet,12330,Valady,655691.9989,6371407.566,1
12171_swroy3_00234,234,,route,des Combes,12330,Nauviale,655687.95,6377982.61,IMB/12171/X/006N,234,,route,des Combes,12330,Nauviale,655676.0022,6377987.56,1
12288_0002_00003,3,,place,de l’Eglise,12330,Valady,655707.18,6371563.22,IMB/12288/X/00F1,3,,place,de l'Église,12330,Valady,654384.4288,6372994.599,1
12056_0153_00165,165,,rue,des Caves,12160,Baraqueville,655876.24,6354746.41,IMB/12102/X/00YL,3,,rue,Longuelouche,12450,Flavin,668728.0958,6354291.709,0
12056_0074_00877,877,,avenue,de Rodez,12160,Baraqueville,655890.65,6353258.93,IMB/12203/X/009O,15,,rue,Robert Migairou,12250,Roquefort-sur-Soulzon,696812.4467,6319146.395,0
12127_v02gua_01849,1849,,route,du Theil,12170,Lédergues,655913.86,6329996.48,IMB/12100/X/00CB,13,b,rue,de Borredon,12300,Firmi,645047.9304,6383063.462,0
12065_0067_02020,2020,,route,du Cassagnol,12120,Centrès,656028.54,6341103.78,IMB/12065/X/008G,2020,,route,du Cassagnol,12120,Centrès,656031.8566,6341116.286,1
12065_0001_00041,41,,route,Coste Dreche,12120,Centrès,656140.93,6343467.52,IMB/12065/X/0066,41,,route,Coste Drèche,12120,Centrès,656143.3539,6343480.302,1
12162_l1k6wt_00016,16,,rue,des Buis,12160,Moyrazès,656309.69,6355410.64,IMB/12162/X/008J,16,,rue,des Buis,12160,Moyrazès,656298.3891,6355404.22,1
12045_0030_00060,60,,route,de la Nauze,12160,Camboulazet,656312.66,6350391.52,IMB/12105/X/009N,7,,rue,du Cavagnal,12270,La Fouillade,623203.558,6348109.216,0
12288_pec4sb_00008,8,,route,de Nuces,12330,Valady,656465.33,6371587.91,IMB/12168/X/00JD,14,,rue,du Faubourg Haut,12230,Nant,724038.0247,6324921.481,0
12288_pec4sb_00006,6,,route,de Nuces,12330,Valady,656501.28,6371572.11,IMB/12138/X/009M,5,,avenue,de Malviès,12330,Marcillac-Vallon,657609.9367,6375107.401,0
12288_pec4sb_00003,3,,route,de Nuces,12330,Valady,656529.61,6371548.59,IMB/12168/X/00JS,29,,rue,du Faubourg Haut,12230,Nant,723961.2948,6324925.267,0
12288_pec4sb_00004,4,,route,de Nuces,12330,Valady,656536.97,6371555.42,IMB/12094/X/00JG,1,,rue,du Moulinet,12140,Entraygues-sur-Truyère,665682.0765,6394528.323,0
12288_pec4sb_00002,2,,route,de Nuces,12330,Valady,656593.39,6371530.04,IMB/12288/X/005X,8,,chemin,des Garrigues,12330,Valady,654548.1235,6373203.417,0
12065_0036_00044,44,,rue,de la Salle des Fetes,12120,Centrès,656965.75,6344014.36,IMB/12168/X/0084,4,,,le Trouzil,12230,Nant,723621.7446,6324872.573,0
12065_0051_00054,54,,Rue,des Anglais,12120,Centrès,657138.56,6344389.49,IMB/12065/X/0006,1511,,Route,de Veynac,12120,Centrès,657945.1284,6340294.384,0
12065_0049_00765,765,,route,de Tayac,12120,Centrès,657138.76,6344171.83,IMB/12065/X/002G,765,,route,de Tayac,12120,Centrès,657126.2014,6344175.308,1
12138_0118_00003,3,,rue,de la Mairie,12330,Marcillac-Vallon,657295.23,6375142.51,IMB/12138/X/00LL,3,,rue,de la Mairie,12330,Marcillac-Vallon,657299.0318,6375154.969,1
12065_0003_00523,523,,route,de Baraqueville,12120,Centrès,657332.81,6344876.69,IMB/12200/X/00GG,6,,rue,de la Volte,12640,Rivière-sur-Tarn,710681.7174,6343211.726,0
12065_0048_02069,2069,,route,de Taurines,12120,Centrès,657345.74,6340295.46,IMB/12065/X/008T,2069,,route,de Taurines,12120,Centrès,657348.872,6340282.87,1
12138_0038_00017,17,,rue,du Calvaire,12330,Marcillac-Vallon,657393.23,6375378.02,IMB/12225/X/00JW,22,,rue,du Mas de Guillou,12100,St-Georges-de-Luzençon,698633.6937,6329389.633,0
12138_0148_00011,11,,cite,Roquevert,12330,Marcillac-Vallon,657553.4,6374785.61,IMB/12300/X/07KZ,750,,chemin,de Malirat,12200,Villefranche-de-Rouergue,621724.0295,6364180.775,0
12138_0148_00013,13,,cite,Roquevert,12330,Marcillac-Vallon,657572.83,6374776.7,IMB/12148/X/00L4,3,,lieu dit,les Cabanous,12220,Montbazens,638944.8554,6373600.654,0
12138_0148_00018,18,,cite,Roquevert,12330,Marcillac-Vallon,657597.97,6374730.88,IMB/12168/X/00JE,16,,rue,du Faubourg Haut,12230,Nant,724027.8994,6324925.543,0
12138_0148_00020,20,,cite,Roquevert,12330,Marcillac-Vallon,657621.24,6374690.4,IMB/12138/X/009L,3,b,avenue,de Malviès,12330,Marcillac-Vallon,657607.0478,6375083.409,0
12065_0050_01633,1633,,Route,de Veynac,12120,Centrès,657853.66,6340396.04,IMB/12065/X/0007,1633,,Route,de Veynac,12120,Centrès,657860.953,6340385.919,1
12065_0050_01634,1633,,Route,de Veynac,12120,Centrès,657853.66,6340396.04,IMB/12065/X/0008,1633,,Route,de Veynac,12120,Centrès,657844.578,6340402.381,1
12162_jxixnw_02558,2558,,route,de Recoules,12160,Moyrazès,657906.51,6356980.9,IMB/12194/X/00C0,36,,rue,des Forges,12800,Quins,647187.6006,6349692.535,0
12254_9a79lk_00021,21,,rue,de la Taupene,12330,Salles-la-Source,658147.39,6370226.07,IMB/12254/X/00CE,21,,rue,de la Taupene,12330,Salles-la-Source,658135.1527,6370230.219,1
12137_0142_00003,3,,route,de Montbetou,12160,Manhac,658337.3,6352302.5,IMB/12137/X/001U,3,,route,de Montbetou,12160,Manhac,657696.6781,6350758.866,1
12065_0005_00860,860,,Route,de Cassagnes,12120,Centrès,658525.18,6342903.99,IMB/12065/X/007H,860,,Route,de Cassagnes,12120,Centrès,658474.6501,6342929.629,1
12056_0074_03889,3889,,avenue,de Rodez,12160,Baraqueville,658615.3,6354178.23,IMB/12094/X/009D,580,,lieu dit,le Merle,12140,Entraygues-sur-Truyère,669366.3299,6394915.069,0
12268_6ngf3h_00132,132,,chemin,de Longueviale,12320,Sénergues,658637.29,6392288.54,IMB/12239/X/00GQ,5,,impasse,des Condamines,12130,St-Martin-de-Lenne,697128.1319,6370804.61,0
12268_2rgryv_00099,99,,route,des Landes,12320,Sénergues,658835.37,6389645.27,IMB/12268/X/002C,99,,route,des Landes,12320,Sénergues,658823.2369,6389649.724,1
12268_2rgryv_00083,83,,route,des Landes,12320,Sénergues,658840.32,6389625.8,IMB/12268/X/002D,83,,route,des Landes,12320,Sénergues,658827.7683,6389629.016,1
12268_xbz16w_00140,140,,route,de Saint Cyprien,12320,Sénergues,658958.86,6389633.91,IMB/12268/X/002T,140,,route,de Saint-Cyprien,12320,Sénergues,658954.3186,6389646.035,1
12254_mxjtvj_00094,94,,rue,du Four,12330,Salles-la-Source,658998.91,6370361.88,IMB/12045/X/006E,288,,route,de Combecalde,12160,Camboulazet,654628.8744,6345259.43,0
12268_0002_00035,35,,route,de Conques,12320,Sénergues,659045.4,6389688.88,IMB/12223/X/00YV,1,,route,des Bessières,12420,Argences en Aubrac,682298.6496,6410876.357,0
12234_4lc1ml_00107,107,,impasse,des Barrieres,12120,Sainte-Juliette-sur-Viaur,659064.6,6346403.31,IMB/12105/X/00IU,14,,rue,des Mésanges,12270,La Fouillade,622599.7814,6348900.975,0
12065_0005_00090,90,,Route,de Cassagnes,12120,Centrès,659236.33,6342607.16,IMB/12065/X/007G,90,,Route,de Cassagnes,12120,Centrès,659256.5892,6342631.821,1
12221_pa6ctu_00100,100,,rue,de l’Eglise,12320,Saint-Félix-de-Lunel,659402.13,6384250.04,IMB/12221/X/006Z,100,,rue,de l'Église,12320,St-Félix-de-Lunel,659413.2712,6384243.389,1
12056_my11oi_00153,153,,impasse,des Frenes,12160,Baraqueville,659417.3,6357514.92,IMB/12056/X/01HB,153,,impasse,des Frênes,12160,Baraqueville,659426.96,6357523.549,1
